23180,1077703917,0,admin_login,"2015-10-07 16:10:00",login,"a:1:{s:7:""general"";N;}",success,vaughn,14,adminhtml_index_index,,64.60.116.237
23181,1077703917,0,customer,"2015-10-07 16:10:28",view,"a:1:{s:7:""general"";s:6:""184177"";}",success,vaughn,14,adminhtml_customer_edit,,64.60.116.237
23182,1077703917,0,admin_login,"2015-10-07 16:37:59",login,"a:1:{s:7:""general"";N;}",success,psingh,13,adminhtml_process_list,,64.60.116.237
23183,1077703917,0,index_management,"2015-10-07 16:38:20",massUpdate,"a:1:{s:7:""general"";s:4:""1, 9"";}",success,psingh,13,adminhtml_process_massReindex,,64.60.116.237
23184,1077703917,0,cms_blocks,"2015-10-07 16:38:27",view,"a:1:{s:7:""general"";s:1:""7"";}",success,psingh,13,adminhtml_cms_block_edit,,64.60.116.237
23185,1077703917,0,cms_blocks,"2015-10-07 16:38:48",save,"a:1:{s:7:""general"";s:1:""7"";}",success,psingh,13,adminhtml_cms_block_save,,64.60.116.237
23186,1077703917,0,cms_blocks,"2015-10-07 16:38:49",view,"a:1:{s:7:""general"";s:1:""7"";}",success,psingh,13,adminhtml_cms_block_edit,,64.60.116.237
23187,1077703917,0,admin_login,"2015-10-07 19:08:22",login,"a:1:{s:7:""general"";N;}",failure,psingh,13,adminhtml_cms_block_edit,,64.60.116.237
23188,1077703917,0,admin_login,"2015-10-07 19:08:28",login,"a:1:{s:7:""general"";N;}",failure,psingh,13,adminhtml_cms_block_edit,,64.60.116.237
23189,1077703917,0,admin_login,"2015-10-07 19:08:36",login,"a:1:{s:7:""general"";N;}",success,psingh,13,adminhtml_cms_block_edit,,64.60.116.237
23190,1077703917,0,enterprise_banner,"2015-10-07 19:09:13",view,"a:1:{s:7:""general"";s:2:""11"";}",success,psingh,13,adminhtml_banner_edit,,64.60.116.237
23191,1077703917,0,enterprise_banner,"2015-10-07 19:11:23",view,"a:1:{s:7:""general"";s:1:""5"";}",success,psingh,13,adminhtml_banner_edit,,64.60.116.237
23192,1077703917,0,enterprise_banner,"2015-10-07 19:13:41",save,"a:1:{s:7:""general"";s:2:""11"";}",success,psingh,13,adminhtml_banner_save,,64.60.116.237
23193,1077703917,0,index_management,"2015-10-07 19:15:29",massUpdate,"a:1:{s:7:""general"";s:4:""1, 9"";}",success,psingh,13,adminhtml_process_massReindex,,64.60.116.237
23194,1077703917,0,enterprise_banner,"2015-10-07 19:20:05",save,"a:1:{s:7:""general"";s:2:""11"";}",success,psingh,13,adminhtml_banner_save,,64.60.116.237
23195,1077703917,0,index_management,"2015-10-07 19:22:27",massUpdate,"a:1:{s:7:""general"";s:4:""1, 9"";}",success,psingh,13,adminhtml_process_massReindex,,64.60.116.237
23196,1077703917,0,admin_login,"2015-10-07 19:26:01",login,"a:1:{s:7:""general"";N;}",success,vaughn,14,adminhtml_customer_edit,,64.60.116.237
